uid,premise,hypothesis,reason,label,predicted_label,match,predicted_score_0,predicted_score_1,predicted_score_2
f5d7d277-a79a-4327-8595-3bf296e91faa,"Some Girl(s) is a 2013 American comedy film directed by Daisy von Scherler Mayer and written by Neil LaBute. It is based on the play of the same name, also written by LaBute. The film stars Adam Brody, Kristen Bell, Zoe Kazan, Mía Maestro, Jennifer Morrison and Emily Watson. The film was released on June 26, 2013, by Leeden Media.",The film stars five women and one man.,"The stars are listed and well known actresses/actor.  One is male, five are female.  We known this because they are well known but AI doesn't know their gender based on just their names.",0,1,,-2.874332905,1.38824439,0.988341272
37008509-28c1-4107-af92-53448d3c559e,"The 2001 NFL draft was the 66th annual meeting of National Football League (NFL) franchises to select newly eligible football players. The draft, which is officially referred to as the ""NFL Player Selection Meeting,"" was held at the Theater at Madison Square Garden in New York City, New York on April 21–22, 2001.",The NFL draft is held once per year.,"The draft is an ""annual"" draft, meaning it's held once per year, so this statement is correct.  The system may have confused the dates of April 21 and 22 as meaning it's held more often than that, even though it was a single event held over two days.",0,0,,1.67731905,-1.222374439,-0.754078925
1b2ade0a-93bc-4e9a-82ee-b354c8044cf8,"The diocese of Vannida (in Latin: Dioecesis Vannidensis) is a suppressed and titular See of the Roman Catholic Church. It was centered on the ancient Roman Town of Vannida, in what is today Algeria, is an ancient episcopal seat of the Roman province of Mauritania Cesariense.",The diocese of Vannida is located in Europe,No it is in Algeria,2,0,,1.993773699,-0.379617095,-1.815996289
20ada627-316b-4cc9-af48-8c799596d603,"The Age of Shadows (; lit. ""Emissary"") is a 2016 South Korean period action thriller film directed by Kim Jee-woon and written by Lee Ji-min and Park Jong-dae. The film stars Song Kang-ho and Gong Yoo. It was selected as the South Korean entry for the Best Foreign Language Film at the 89th Academy Awards but it was not nominated.",The Age of Shadows was created in 2016,It is stated that the The Age of Shadows is a 2016 South Korean period action thriller film which means the film was created in 2016. I think this was hard for the system because of the wording.,0,0,,1.793451786,0.685049355,-2.43421936
19d7393c-60af-4637-9262-08ecbcfe5746,"Daniel Zolnikov (born January 29, 1987) is a Republican member of the Montana Legislature. He was elected to House District 47 which represents Billings, Montana After redistricting, he now represents House District 45. He has made a name for himself pursuing pro-privacy legislation.",There is no information indicating whether Daniel Zolnikov is a good legislator or not.,The text did not provide any information regarding the legislator's competence,1,1,,-3.834509373,1.794089556,1.354092479
7a5dc933-f3da-49ae-abe4-fde91ec6756c,"San Marco 1, also known as San Marco A, was the first Italian satellite, and the first non-Soviet/US spacecraft. Built in-house by the Italian Space Research Commission (Italian: ""Commissione per le Ricerche Spaziali"" , CRS) on behalf of the National Research Council, it was the first of five as part of the Italian-US San Marco programme.",Tthe Italian-US San Marco programme was deemed a failure.,"While the Italian-US San Marco programme did release five satellites, it was not clear if they were deemed as successful or as failures. I think the model was fooled because it assumed that because five were released that that meant it was a success.",1,1,,-1.963741899,1.138330579,0.546303928
d0fc919e-98da-41aa-86dc-be57c9b4973f,"The Building Strong Families Program (BSF) is part of the Healthy Marriage Initiative funded by the U.S. Department of Health and Human Services, Administration for Children and Families, ""to learn whether well-designed interventions can help couples fulfill their aspirations for a healthy relationship, marriage, and a strong family.""",The BSF is funded by the country directly north of Mexico.,U.S. is the country directly north of Mexico. It was hard because I used words not in the info.,0,2,,-0.103992909,-0.207067534,0.240757838
9acdc78b-57dd-4802-809b-9cd16bac36da,"Friedrich Wilhelm Konrad von Brodowski, known at ""Fritz"", (November 26, 1886 – October 28, 1944) was a German army general, controversially killed while in French custody during World War II. His death led to the murder, by way of a reprisal, of an imprisoned French army general, Gustave Mesny.",Fritz was born in 1886,The general was known as Fritz and he was born in 1886. I think it had trouble because Fritz was a commonly used nickname.,0,0,,0.744899869,-0.314353377,-0.482958734
42fe53b4-5244-404c-af88-af955a9110d6,"Channels, released in 2008, is love story sometimes described as delving into thoughts of existentialism. The film was written, directed, produced and acted in by Nat Christian. The film stars Kim Oja, Nat Christian, Ed Asner, John Kassir, Joan Van Ark and Taylor Negron. Ann Marcus executive produced. The production company was Olliewood Films, Inc.",Channels was released before 2007.,It was released in 2008 which is after 2007.,2,2,,-0.549158037,-1.044857621,1.169862151
287cfc8d-b4e1-428b-817f-25e6b90f0bc0,"A Place on Earth: The Greatest Hits is the second greatest hits album by American singer Belinda Carlisle, released in the UK on November 30, 1999, by Virgin Records. A limited edition was released with a bonus disc featuring remixes and rare b-sides. A European edition was also released with an interview CD featuring Belinda providing answers to over 40 questions sent in by fans.",This album was released in Autumn. ,It was released in November. The system must've thought Autumn is a name of a place.,0,0,,1.688982725,-1.023919225,-0.965340555
31f7c88b-03f8-47d6-ae18-3e43d71cb2e1,Richard Wade Walton is a former American football quarterback. He was the starting quarterback of the Texas Longhorns in early 1998. He was the backup quarterback for James Brown for three years before winning the starting job as a 5th year Senior. He started for the first two games in 1998 but broke his hand against UCLA and as a result lost his starting job to Major Applewhite.,"Richard Wade Walton ended up playing for a remarkable number of years, 1998 years to be precise","He could not have played for 1998 years, no one lives that long, they system was probably fooled by the number 1998 since it shows up in the context description",2,1,,-0.90544343,1.759505272,-0.868605673
716b53e5-9518-408b-8944-63f2940309b4,"Feldkirchen in Kärnten (Slovene: ""Trg"" ) is a town in the Austrian state of Carinthia and the capital of the district of the same name. It consists of the Katastralgemeinden ""Fasching"", ""Feldkirchen"", ""Glanhofen"", ""Gradisch"", ""Hoefling"", ""Klein Sankt Veit"", ""Pernegg"", ""Rabensdorf"", ""Sankt Ulrich"", ""Sittich"", ""Tschwarzen"" and ""Waiern"".","Feldkirchen in Kärnten (Slovene: ""Trg"" ) is a meager town in the Austrian state of Carinthia and the capital of the district of the same name.","Feldkirchen in Kärnten (Slovene: ""Trg"" ) is a town in the Austrian state of Carinthia and the capital of the district of the same name but nothing says what type of town it is. It could be big, small, rich, poor.",1,1,,-2.16105032,2.724211693,-0.773816228
fc10d385-d0c6-41c4-aa8b-5266fdaa649c,"Farrukhabad gharana is one of six prominent playing styles or gharanas of North Indian tabla drums, in Hindustani classical music, and derives its name from Farrukhabad in Uttar Pradesh state. Some modern disciples of this gharana learn from the prestigious tabla organization known as Tablaniketan.",There are only three other prominent playing styles of North Indian tabla drums.,"This says there are six prominent playing styles, and I put there are only three other.  There would be five.  I think this was difficult because of the math involved.",2,2,,-2.792137861,0.77977705,1.525258303
e80a4651-21bb-48ce-879d-051296794e2c,"De Baandert was a multi-use stadium in Sittard-Geleen, Netherlands. It was used mostly for football matches and hosted the home matches of Fortuna Sittard. The stadium was able to hold 22,000 people. It was closed in 1999 when Fortuna Sittard Stadion opened.","22,000 people go to football matches at De Baandert.","The stadium can hold 22,000 people, but there is no guarantee that the matches will sell-out.",1,0,,0.688950896,0.077509575,-0.681319594
97798cb5-50ce-4ffc-8124-a70889d9a2ba,"Ghosting refers to the act of breaking off a relationship (often used in the context of intimate relationships) by ceasing all communication and contact with the former partner without any apparent warning or justification, as well as avoiding and/or ignoring and refusing to respond in any way to the former partner’s attempts to reach out or communicate.",Ghosting is the act of breaking off a relationship but it very often does involve a warning and justification,Ghosting does not involve a warning or justification,2,0,,1.630777597,-0.428840697,-1.363738298
bb9a6943-0397-4274-ae78-b1b48faf885b,"Ruth Mott (5 February 1917 – 28 July 2012) was an English domestic servant who became a television cook and personality. Mott spent most of her life working in country houses with her television work not beginning until the age of 70 when her knowledge of a working Victorian kitchen was utilized for the television show ""The Victorian Kitchen"".",Ruth Mott was not an author,"she was a television personality, not an author.",0,0,,1.004522562,-1.19143188,-0.072610371
f8219af1-1e48-4dcf-8cf8-35aec6ec8dee,"Saleby is a village in the civil parish of Beesby with Saleby , in the East Lindsey district of Lincolnshire, England. It is on the Alford road to Louth, about 2 mi north-east of Alford and 11 mi south-east of Louth. The hamlet of Thoresthorpe is about 1 mi south of the village.",Thoresthorpe is 1 mi south of Alford,It is 1 mi south of Saleby. I think the system got it wrong because the context is worded ambiguously.,2,2,,0.111461475,-1.767355084,1.15897584
86543648-a425-408c-ac0f-f63d9da86aad,"The Death and Life of John F. Donovan is an upcoming Canadian drama film, co-written, co-produced and directed by Xavier Dolan in his English-language debut. It stars Kit Harington, Natalie Portman, Jessica Chastain, Susan Sarandon, Kathy Bates, Jacob Tremblay, Ben Schnetzer, Thandie Newton, Amara Karan, Chris Zylka, Jared Keeso, Emily Hampshire and Michael Gambon.",Xavier Dolan has two different jobs in the creating of The Death and Life of John F. Donovan.,"Xavier Dolan has three jobs (not two) in the creating of The Death and Life of John F. Donovan. He is the co-writer, co-producer, and director. It may have been difficult because it is a bit confusing.",2,1,,-0.343210578,1.015830994,-0.606046796
9f189762-2360-4064-b72a-cd760590f610,"The 1995 season of the astronomy TV show starring Jack Horkheimer started on January 2, 1995. During this season, the show still had its original name, ""Jack Horkheimer: Star Hustler"". The show's episode numbering scheme changed several times during its run to coincide with major events in the show's history.",The show did not always have the name Jack Horkheimer: Star Hustler.,"In the way that I worded it, seemed to throw the system off because it didn't give the other name of the show, but did state that it had an original name during the 1995 season.",0,0,,2.63929534,0.687172353,-3.486709833
f19fe1e9-a9c6-4dfa-a417-ab5c76943198,"This is a list of episodes of the British television situation comedy ""Lead Balloon"". The first series of six episodes aired in 2006 and a second series, extended to eight episodes, aired in 2007. The third series began in November 2008. All episodes are written by Jack Dee and Pete Sinclair, and are directed and produced by Alex Hardcastle.","The third series of ""Lead Balloon"" went into 2009.","This is neither definitely correct nor definitely incorrect because it said it started in 2008, it could have ended the same year if it had low ratings, and it is not known if it went into 2009. I think it was difficult for the system because the series began in 2008, so maybe it thought it didn't go beyond that.",1,2,,-3.576653957,1.130673409,1.797924161
0a7c865f-4e2e-43e3-a6d9-40182e0d6bc2,"Woman Out of Control is second solo album by Ray Parker Jr. It was released in 1983 on the Arista label. The record includes the single ""I Still Can't Get Over Loving You"" which reached number 12 on the ""Billboard"" Hot 100 in early 1984. The album was remastered and expanded by Funky Town Grooves in June 2012.","The song ""Ghostbusters!"" is on Woman Out of Control.","This Ray Parker, Jr. song might, or might not be on the album; the information simply is not included. I do not know why it was difficult for the system.",1,2,,-1.796025991,-0.048490606,1.386746168
623a196b-9cac-44b3-8546-09265404907d,"The Beverly Center Business District encompasses much of the historic 19th century commercial heart of Beverly, Massachusetts. Centered on Cabot and Church Streets between Central Street and the Beverly Common, its architecture reflects the city's growth over 150 years. The district was added to the National Register of Historic Places in 1984.",The National Register of Historic Places was established in 1984,We do not know when the The National Register of Historic Places was established.  It may have been prior to 1984,1,0,,1.59985435,-0.513882875,-1.242935538
ddbd8afd-9cd6-4898-87f8-e38adba988d9,"Many science fiction works have been set in the 21st century (years 2001 to 2100). With humanity now in the 21st century, many of the predictions of these works have so far been proven obsolete. This page lists only ""predictions"" regarding the 21st century, as opposed to contemporary accounts of the actual 21st century, which would be too numerous to list.",The 21st century spans more than 100 years.,"A century is, by definition, 100 years. The model could not recognize that.",2,0,,1.277765512,-1.336179852,-0.259117186
b83f65a8-c0a9-467a-9d9b-aa5554c0f730,"""Cake Train"" is the first episode of the second season of the American sketch comedy series ""Kroll Show"". The episode was written by series creator Nick Kroll, along with Jon Daly, Ron Funches, Carol Kolb, Jonathan Krisel, John Levenstein, Gabe Liedman, Joe Mande, Christine Nangle and Joe Wengert. In the United States, the episode originally aired on Comedy Central on January 14, 2014.",Nick Kroll wrote for the first season of Kroll Show,"While it is easy to assume that Nick Kroll wrote for the first season of his own show, the context doesn't specify that-- he may well have been the star of the show originally, and joined the writers in the second season.",1,1,,0.872067809,0.926007032,-1.709671617
37fa9b26-f8c0-4db8-926a-1a310a06c6c8,"José Eleazar Gómez Sanchez (] ; better known as Eleazar Gómez born May 29, 1986 in Mexico City, Mexico) is a Mexican actor. He is noted for his performance in Mexican telenovelas. Gómez is the brother of actress Zoraida Gómez and actor Jairo Gómez. He is a member of the Mexican pop band Eme 15.",Eleazar Gomez has never performed in American television.,The statement is neither definitely correct nor definitely incorrect because the context does not specify whether or not Eleazar Gomez has ever acted in American television.,1,2,,-4.201035976,0.510120392,2.718811274
de4b228b-d736-493e-b277-4dde33ef3168,"WSJD (100.5 FM, ""True Oldies 100.5"") is a radio station serving the Evansville, Indiana area with an oldies format. It broadcasts on FM frequency 100.5 MHz and is under self ownership. Majority of the programming is featured from ABC Radio's ""The True Oldies Channel"" satellite feed. The station broadcasts Major League Baseball games as a member of the Los Angeles Dodgers Radio Network.",Los Angeles Dodgers Radio Network want to separate from the WSJD ,you cannot know this informatin from the text,1,1,,-2.707013845,1.746940732,0.558297873
4ddcd034-059c-4430-bbb5-fb1f1e071cab,"Five Aces is a 1999 black comedy/drama film written, produced and directed by David Michael O'Neill. It stars Charlie Sheen, Christopher McDonald, Aimée Leigh, Jeff Cesario, Michael McGrady, Tia Carrere, Geoffrey Lewis, Virginia Hamilton, Matt Clark, Hannes Jaenicke with John LaMotta and Elizabeth Morehead. It is one of the films where Charlie Sheen is credited as Charles Sheen.",Charlie Sheen was the director of the movie Five Aces.,This statement is definitely incorrect because the information clearly states that David O'neill is the director. The system probably found it difficult because of how many people are listed.,2,1,,0.012554302,0.92975384,-0.824586868
6685433c-727f-46aa-8c80-cd4d2726c510,"Mateo Camargo (pronounced: Muh-tay-oh) is a Colombian-born American record producer, and is the guitarist, keyboardist, and backing vocalist of rock band Madina Lake from 2005 to its breakup in 2012 and since the bands reunion in 2017. After the breakup of Madina Lake, Mateo became the guitarist and keyboardist for the band Little Bitter Cubes.","During his life, Mateo Camargo moved from Colombia to the United States.","The context mentions that Camargo was born in Colombia, but that his nationality was American. Therefore, Camargo must have moved to the United States at some point during his life, else he would not be considered American. The AI may have been fooled because of the compactness of ""Colombian-born American,"" which is difficult to parse in a vacuum.",0,1,,-1.345159769,1.287599087,-0.052686024
542302b4-4f1f-4392-9998-e8b6e1e7c06d,"Yisroel Tzvi Neuman (born April 1947) is an Orthodox rabbi and one of the four roshei yeshiva (deans) of Beth Medrash Govoha (the Lakewood Yeshiva) in Lakewood, New Jersey. He shares this post with Rabbi Malkiel Kotler, Rabbi Yerucham Olshin, and Rabbi Dovid Schustal. He is married to the daughter of Rav Dov Schwartzman, who is a granddaughter of the founder of the yeshiva, Rabbi Aharon Kotler.",Yisroel Tzvi Neuman married Mary Schwartzman in April 1972.,"While the information is incorrect, there is no definite way of knowing if this statement is incorrect with the information given.",1,1,,-2.408996344,2.123409986,-0.028298488
c1cd61e4-4f18-4958-8d1f-51b153c2aa7e,"Enterprise Rent-A-Car is an American car rental company headquartered in Clayton, Missouri, United States in Greater St. Louis. In addition to car rental, Enterprise also oversees commercial fleet management, used car sales, and commercial truck rental operations.",Enterprise Rent A Car main business location is in Missouri. ,The context states that the main headquarters are in Missouri.,0,1,,0.85669589,1.006322265,-1.703667045
3cb9505c-0931-4dc6-b687-c7c4039b2d85,"Inner Ear Studios is a recording studio founded in Arlington, Virginia by musician and recording engineer Don Zientara. Hundreds of albums, including both independent and major label releases, have been recorded at the studio. Notable artists who have recorded at Inner Ear Studios include Minor Threat, Fugazi, Mary Timony, and Foo Fighters.",Inner Ear Studios is a recording mountain founded in Arlington.,"Recording studio, not mountain.",2,2,,-2.126781702,-0.206925526,1.788941503
36dfea1c-dd83-40a8-88eb-8f06a359f127,Zimbabwe is a landlocked country in southern Africa lying wholly within the tropics. It straddles an extensive high inland plateau that drops northwards to the Zambezi valley where the border with Zambia is and similarly drops southwards to the Limpopo valley and the border with South Africa.,"Zimbabwe has a large, diverse population.",Zimbabwe includes populations which speak many languages.,1,1,,-0.564284205,2.945501089,-2.376203537
